,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO,inSNP500,Index
1071,1,87,3850000000.0,1,1040000.0,-85.60,444.50,4.1,201 to 500 Employees,1996.0,$10 to $25 million (USD),4.2,3.4,0,NYSE
1072,0,38,1180000000.0,1,3250000.0,131.60,285.63,4.1,1001 to 5000 Employees,1997.0,$100 to $500 million (USD),3.85,4.4,0,NASD
1073,1,44,93380000.0,1,1400000.0,-57.50,0.00,2.7,201 to 500 Employees,1984.0,$50 to $100 million (USD),1.85,3.0,0,NASD
1074,0,140,3840000000.0,0,871630.0,-117.20,12.16,3.8,10000+ Employees,1963.0,$10+ billion (USD),3.9,4.0,0,NYSE
1075,1,87,2770000000.0,0,2280000.0,64.30,140.00,3.5,1001 to 5000 Employees,2014.0,$1 to $2 billion (USD),3.45,3.05,0,NYSE
1076,1,123,21950000000.0,0,3180000.0,500.20,215.00,4.0,501 to 1000 Employees,2006.0,$100 to $500 million (USD),4.0,4.4,1,NASD
1077,1,40,2880000000.0,0,499150.0,-39.40,8.46,3.6,1001 to 5000 Employees,2015.0,$2 to $5 billion (USD),3.0,3.0,0,NYSE
1078,1,40,3990000000.0,0,255170.0,3.80,21.58,3.2,5001 to 10000 Employees,1965.0,$2 to $5 billion (USD),2.7,2.55,0,NYSE
1079,1,77,4530000000.0,1,296700.0,86.60,8.30,3.4,10000+ Employees,1999.0,$1 to $2 billion (USD),3.35,4.0,0,NASD
1080,1,85,14880000.0,1,418030.0,60.30,48.20,3.4,201 to 500 Employees,1996.0,$10 to $25 million (USD),5.0,5.0,0,AMEX
1081,1,17,938580000.0,1,117710.0,-182.00,90.20,3.8,51 to 200 Employees,1995.0,$50 to $100 million (USD),4.15,5.0,0,NASD
1082,1,118,15770000000.0,1,890070.0,16.00,18.16,3.8,1001 to 5000 Employees,1966.0,$1 to $2 billion (USD),3.85,4.65,0,NASD
1083,1,121,4210000000.0,0,626710.0,82.40,485.30,4.1,1001 to 5000 Employees,1999.0,$100 to $500 million (USD),4.3,4.8,0,NYSE
1084,1,33,1220000000.0,0,318530.0,214.60,599.60,4.1,1001 to 5000 Employees,2003.0,$1 to $2 billion (USD),4.1,4.55,0,NYSE
1085,1,84,46680000000.0,0,3990000.0,-122.20,399.64,4.1,1001 to 5000 Employees,1996.0,$5 to $10 billion (USD),4.65,4.95,1,NYSE
1086,1,38,635050000.0,1,951910.0,848.96,444.50,4.7,1 to 50 Employees,2012.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1087,1,40,977640000.0,0,794830.0,84.40,52.60,3.3,51 to 200 Employees,2008.0,$5 to $10 million (USD),3.05,5.0,0,NASD
1088,1,126,1450000000.0,0,213380.0,14.50,69.49,3.7,1001 to 5000 Employees,1910.0,$1 to $2 billion (USD),3.85,3.9,0,NYSE
1089,1,61,28640000000.0,1,329810.0,23.70,123.60,4.2,10000+ Employees,1993.0,$2 to $5 billion (USD),4.4,4.8,0,NYSE
1090,1,122,1650000000.0,0,362500.0,-197.70,5.72,3.9,1001 to 5000 Employees,1989.0,$100 to $500 million (USD),3.65,4.45,0,NASD
1091,1,87,51600000000.0,1,5900000.0,848.96,362.20,4.0,5001 to 10000 Employees,1968.0,$10+ billion (USD),4.15,4.15,0,NYSE
1092,1,98,3210000000.0,0,956580.0,500.20,360.19,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
1093,1,84,106630000.0,1,34810.0,-89.10,0.00,3.7,5001 to 10000 Employees,1969.0,$2 to $5 billion (USD),3.5,4.15,0,NASD
1094,1,17,870850000.0,1,1110000.0,-19.10,19.20,3.2,51 to 200 Employees,1996.0,$5 to $10 million (USD),2.4,2.45,0,NASD
1095,1,17,195110000.0,0,167470.0,0.60,501.26,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1096,1,103,3350000000.0,0,1120000.0,848.96,360.19,4.7,51 to 200 Employees,1996.0,$500 million to $1 billion (USD),5.0,5.0,0,NYSE
1097,1,63,12260000000.0,1,3200000.0,56.40,12.01,3.6,5001 to 10000 Employees,1859.0,$500 million to $1 billion (USD),2.75,4.4,0,NYSE
1098,0,86,65080000000.0,0,2380000.0,-404.90,-11.93,3.7,10000+ Employees,1972.0,$10+ billion (USD),3.25,3.75,0,NYSE
1099,0,22,254130000.0,1,1120000.0,-41.50,352.50,4.1,51 to 200 Employees,2016.0,$100 to $500 million (USD),3.9,3.95,0,NASD
1100,1,104,29050000000.0,1,2230000.0,-5.70,285.63,4.3,1001 to 5000 Employees,1993.0,$2 to $5 billion (USD),4.45,4.85,1,NYSE
1101,1,84,5280000000.0,0,4500000.0,22.50,512.62,4.1,501 to 1000 Employees,1888.0,$1 to $2 billion (USD),4.2,4.6,0,NYSE
1102,0,84,1700000000.0,0,1790000.0,-269.60,35.09,3.9,201 to 500 Employees,1986.0,$1 to $2 billion (USD),3.45,3.75,0,NYSE
1103,1,68,8740000000.0,0,73320.0,-7.40,512.62,4.2,5001 to 10000 Employees,1925.0,$5 to $10 billion (USD),4.15,4.65,0,NASD
1104,1,96,1150000000.0,0,495800.0,139.40,79.07,3.4,51 to 200 Employees,1992.0,$25 to $50 million (USD),2.55,4.15,0,NASD
1105,0,1,2810000000.0,0,3470000.0,-174.50,137.70,3.9,10000+ Employees,1969.0,$10+ billion (USD),4.0,2.95,0,NYSE
1106,1,140,27550000000.0,0,1550000.0,26.00,312.85,4.2,5001 to 10000 Employees,1966.0,$100 to $500 million (USD),4.55,4.75,1,NYSE
1107,1,13,50040000.0,0,3190.0,848.96,410.80,4.0,51 to 200 Employees,1869.0,$25 to $50 million (USD),3.45,5.0,0,NASD
1108,1,116,2310000000.0,0,121260.0,-67.20,22.95,2.7,1001 to 5000 Employees,1990.0,$500 million to $1 billion (USD),1.8,2.5,0,NYSE
1109,0,76,160930000.0,1,157410.0,148.10,444.50,5.0,201 to 500 Employees,1996.0,$50 to $100 million (USD),5.0,5.0,0,NASD
1110,0,63,5160000000.0,0,39190.0,90.00,20.00,3.4,1001 to 5000 Employees,1996.0,$1 to $2 billion (USD),3.8,4.55,0,NASD
1111,1,125,5540000000.0,1,1580000.0,1.30,8.09,3.9,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),4.0,5.0,0,NYSE
1112,0,1,5700000000.0,1,25510.0,3.40,14.34,3.7,10000+ Employees,1967.0,$2 to $5 billion (USD),3.65,4.7,0,NASD
1113,0,82,5030000000.0,1,873100.0,848.96,373.30,4.8,201 to 500 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
1114,1,40,40230000.0,0,7440.0,-50.50,0.00,3.7,51 to 200 Employees,1928.0,$25 to $50 million (USD),3.15,3.15,0,AMEX
1115,1,17,670650000.0,1,653120.0,-45.70,50.60,3.6,501 to 1000 Employees,2008.0,Less than $1 million (USD),3.4,3.35,0,NASD
1116,1,13,186440000.0,1,20040.0,-9.10,485.30,4.2,1 to 50 Employees,1996.0,$5 to $10 million (USD),5.0,5.0,0,NASD
1117,1,98,2089999999.9999998,0,1470000.0,-134.60,245.45,3.2,501 to 1000 Employees,2013.0,$100 to $500 million (USD),2.75,3.0,0,NYSE
1118,1,104,19570000000.0,0,363610.0,30.20,485.30,4.4,1001 to 5000 Employees,1971.0,$100 to $500 million (USD),4.4,4.75,1,NYSE
1119,1,13,170340000.0,1,28870.0,18.50,0.64,3.0,201 to 500 Employees,1996.0,$50 to $100 million (USD),2.95,3.4,0,NASD
1120,0,78,1850000000.0,1,95940.0,12.00,29.20,3.4,201 to 500 Employees,2009.0,$50 to $100 million (USD),4.15,5.0,0,NASD
1121,1,121,12770000000.0,0,1050000.0,-13.80,285.63,4.3,1001 to 5000 Employees,2012.0,$100 to $500 million (USD),4.3,4.5,0,NYSE
1122,1,84,836140000.0,0,298100.0,10.90,82.43,2.0,1 to 50 Employees,1996.0,$25 to $50 million (USD),0.0,0.0,0,NYSE
1123,1,87,27920000000.0,0,18310000.0,-118.00,80.10,3.8,10000+ Employees,1995.0,$10+ billion (USD),3.9,4.25,0,NYSE
1124,1,52,635990000.0,1,409670.0,-64.50,13.53,3.0,1001 to 5000 Employees,1932.0,$500 million to $1 billion (USD),2.25,2.95,0,NYSE
1125,0,126,55570000000.0,0,1970000.0,-33.60,10.97,3.8,10000+ Employees,1911.0,$10+ billion (USD),3.8,4.35,1,NYSE
1126,1,17,138560000.0,1,547910.0,500.20,471.95,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1127,1,138,20690000000.0,1,1110000.0,9.60,6.30,3.9,10000+ Employees,1992.0,$10+ billion (USD),3.55,4.45,1,NYSE
1128,1,87,3800000000.0,0,4330000.0,232.50,35.81,3.4,501 to 1000 Employees,2018.0,$1 to $2 billion (USD),2.65,3.85,0,NYSE
1129,1,71,21760000000.0,0,3070000.0,255.00,650.87,4.4,1001 to 5000 Employees,2005.0,$1 to $2 billion (USD),4.3,4.8,1,NASD
1130,1,17,97110000.0,0,404100.0,37.00,444.50,4.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1131,0,87,1820000000.0,0,1540000.0,-132.40,360.19,4.3,1001 to 5000 Employees,1991.0,$500 million to $1 billion (USD),4.0,5.0,0,NYSE
1132,1,74,1920000000.0,0,81670.0,-601.20,75.40,2.8,1001 to 5000 Employees,1996.0,$500 million to $1 billion (USD),1.75,3.45,0,NYSE
1133,0,17,128699999.99999999,0,96430.0,848.96,785.20,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1134,1,121,4750000000.0,0,533780.0,500.20,352.50,4.5,501 to 1000 Employees,2002.0,$100 to $500 million (USD),4.6,4.75,0,NASD
1135,1,18,417960000.0,1,412630.0,80.00,8.82,3.4,1001 to 5000 Employees,1989.0,$100 to $500 million (USD),3.7,3.15,0,NYSE
1136,1,70,985470000.0,1,226480.0,-48.30,96.20,3.6,201 to 500 Employees,2011.0,$100 to $500 million (USD),2.9,5.0,0,NASD
1137,1,17,95040000.0,0,11720000.0,-6.50,399.64,4.1,51 to 200 Employees,1996.0,$100 to $500 million (USD),4.1,4.55,0,NASD
1138,0,17,149500000.0,0,590390.0,-18.00,60.50,3.0,51 to 200 Employees,1996.0,$100 to $500 million (USD),1.65,5.0,0,NASD
1139,1,56,1700000000.0,0,513710.00000000006,-8.50,108.70,3.5,1001 to 5000 Employees,2011.0,$25 to $50 million (USD),3.25,4.65,0,NYSE
1140,1,17,861650000.0,0,194010.0,11.10,1.80,3.1,51 to 200 Employees,1996.0,Less than $1 million (USD),5.0,5.0,0,NASD
1141,1,121,26020000.0,0,584960.0,106.60,0.00,3.2,201 to 500 Employees,1985.0,$25 to $50 million (USD),2.7,3.5,0,NASD
1142,1,122,2089999999.9999998,0,260000.0,36.70,21.49,3.1,1001 to 5000 Employees,1989.0,$100 to $500 million (USD),2.45,2.55,0,NASD
1143,1,140,14300000000.0,0,1310000.0,-2.70,5.61,3.3,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),2.65,4.1,1,NYSE
1144,1,53,1830000000.0,0,1200000.0,-558.90,16.05,3.7,1001 to 5000 Employees,2015.0,$500 million to $1 billion (USD),3.4,4.45,0,NYSE
1145,1,122,3060000000.0,0,343280.0,1.50,9.46,3.6,1001 to 5000 Employees,1988.0,$100 to $500 million (USD),3.8,4.85,0,NYSE
1146,1,78,62570000000.0,0,2600000.0,848.96,290.30,4.0,10000+ Employees,1958.0,$2 to $5 billion (USD),3.85,4.7,1,NYSE
1147,1,12,9330000000.0,1,778770.0,-13.90,334.80,3.6,1001 to 5000 Employees,1973.0,$1 to $2 billion (USD),3.0,4.1,0,NASD
1148,1,35,21710000000.0,0,1520000.0,-777.40,650.87,4.2,1001 to 5000 Employees,1995.0,$100 to $500 million (USD),4.0,4.8,0,NASD
1149,1,138,43350000000.0,0,5420000.0,848.96,440.10,4.0,10000+ Employees,2000.0,$10+ billion (USD),4.1,4.5,1,NASD
1150,1,135,23760000000.0,0,2460000.0,848.96,410.80,4.0,10000+ Employees,1996.0,$5 to $10 billion (USD),4.05,4.55,1,NASD
1151,1,110,4980000000.0,1,1590000.0,369.90,150.48,4.8,10000+ Employees,2009.0,$1 to $2 billion (USD),4.75,5.0,0,NASD
1152,1,30,4450000000.0,1,191470.0,1.20,8.34,3.6,1001 to 5000 Employees,1967.0,$100 to $500 million (USD),2.9,3.15,0,NASD
1153,1,7,285150000.0,1,11400000.0,-178.60,92.00,3.5,10000+ Employees,1980.0,$2 to $5 billion (USD),3.0,3.1,0,NYSE
1154,1,85,151850000.0,1,801180.0,16.50,24.10,3.7,1001 to 5000 Employees,1954.0,$100 to $500 million (USD),3.45,4.05,0,NYSE
1155,1,26,1280000000.0,0,1240000.0,-383.00,34.66,3.4,1001 to 5000 Employees,1996.0,$500 million to $1 billion (USD),3.15,3.5,0,NASD
1156,1,127,3870000000.0,0,684600.0,9.10,150.48,4.3,10000+ Employees,1990.0,$500 million to $1 billion (USD),4.15,4.65,0,NASD
1157,1,17,137280000.0,1,183710.0,36.30,150.48,5.0,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1158,1,78,171340000.0,0,6750000.0,68.30,0.00,3.6,51 to 200 Employees,1996.0,$1 to $5 million (USD),3.2,2.85,0,NASD
1159,1,17,275330000.0,0,183710.0,35.00,16.20,3.3,51 to 200 Employees,1996.0,$100 to $500 million (USD),3.25,5.0,0,NASD
1160,1,33,348600000.0,0,436840.0,-34.20,150.00,3.6,5001 to 10000 Employees,1978.0,$1 to $2 billion (USD),3.05,4.4,0,NASD
1161,1,67,6690000000.0,0,702600.0,-1.00,-8.59,3.7,10000+ Employees,1889.0,$5 to $10 billion (USD),3.8,4.55,0,NYSE
1162,1,84,15550000000.0,0,2510000.0,181.90,27.66,3.2,51 to 200 Employees,1996.0,$500 million to $1 billion (USD),3.3,4.95,1,NASD
1163,1,91,199740000.0,1,280080.0,-49.90,-77.30,2.7,1001 to 5000 Employees,1912.0,$500 million to $1 billion (USD),1.05,1.5,0,NASD
1164,1,116,1390000000.0,0,88600.0,-101.00,143.20,2.8,1001 to 5000 Employees,1981.0,$100 to $500 million (USD),1.55,2.1,0,NASD
1165,1,60,29220000000.0,0,3230000.0,8.40,10.04,3.6,10000+ Employees,1967.0,$5 to $10 billion (USD),3.5,4.35,1,NASD
1166,1,17,7430000000.0,1,1040000.0,-46.20,512.62,4.3,51 to 200 Employees,1996.0,$1 to $5 million (USD),5.0,5.0,0,NASD
1167,1,70,938130000000.0,0,18610000.0,57.00,512.62,4.3,10000+ Employees,2004.0,$10+ billion (USD),4.35,4.45,1,NASD
1168,1,13,2240000000.0,0,722800.0,150.00,-30.08,3.7,1001 to 5000 Employees,1987.0,$500 million to $1 billion (USD),3.8,4.35,0,NYSE
1169,1,52,13270000000.0,1,843900.0,29.10,599.60,4.3,10000+ Employees,2011.0,$2 to $5 billion (USD),4.1,5.0,1,NYSE
1170,1,17,326230000.0,1,1760000.0,11.50,471.95,5.0,51 to 200 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1171,1,13,223210000.0,0,30180.0,-26.30,-649.60,4.3,201 to 500 Employees,1990.0,$50 to $100 million (USD),4.25,5.0,0,NASD
1172,1,13,1720000000.0,0,161380.0,14.07,100.20,3.9,1 to 50 Employees,1996.0,Less than $1 million (USD),5.0,5.0,0,NYSE
1173,1,13,758110000.0,1,50170.0,90.20,30.20,3.2,201 to 500 Employees,1995.0,$50 to $100 million (USD),2.1,3.45,0,NASD
1174,1,13,1170000000.0,1,116570.0,80.10,2.95,3.4,1001 to 5000 Employees,1910.0,$5 to $10 billion (USD),2.2,2.55,0,NASD
1175,1,13,2480000000.0,1,2029999.9999999998,70.20,8.97,3.4,1001 to 5000 Employees,1910.0,$5 to $10 billion (USD),2.2,2.55,0,NYSE
1176,1,30,442750000.0,1,55400.0,-826.10,352.50,4.3,501 to 1000 Employees,1983.0,$100 to $500 million (USD),4.15,4.75,0,NYSE
1177,1,13,151760000.0,0,7530.0,-2.00,0.00,3.5,201 to 500 Employees,1998.0,$25 to $50 million (USD),1.4,5.0,0,NASD
1178,1,13,353400000.0,0,72520.0,4.60,-8.70,3.9,51 to 200 Employees,2005.0,$25 to $50 million (USD),2.9,5.0,0,NASD
1179,1,13,151740000.0,0,20730.0,-6.60,501.26,4.2,201 to 500 Employees,1994.0,$25 to $50 million (USD),3.7,5.0,0,NASD
1180,1,13,203080000.0,1,24760.0,-15.50,-5.68,2.6,51 to 200 Employees,1999.0,$25 to $50 million (USD),1.8,2.15,0,NASD
1181,1,40,2700000000.0,1,24470000.0,-77.10,41.40,2.5,501 to 1000 Employees,1969.0,$100 to $500 million (USD),1.8,0.7,0,NASD
1182,1,13,1320000000.0,1,404240.0,-29.70,40.15,3.5,1001 to 5000 Employees,1982.0,$100 to $500 million (USD),2.7,3.55,0,NYSE
1183,1,33,3270000000.0,1,188390.0,-32.80,18.12,3.1,10000+ Employees,1988.0,$1 to $2 billion (USD),2.65,2.75,0,NASD
1184,1,30,4690000000.0,0,324390.0,0.20,354.50,4.0,1001 to 5000 Employees,1982.0,$2 to $5 billion (USD),3.9,4.8,0,NYSE
1185,1,13,7810000000.0,0,55950.0,15.70,69.70,3.5,5001 to 10000 Employees,1898.0,$1 to $2 billion (USD),3.5,4.45,0,NASD
1186,1,100,2200000000.0,0,440290.0,2.10,785.20,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
1187,1,32,50340000000.0,0,24530000.0,344.60,21.97,3.8,10000+ Employees,1996.0,$10+ billion (USD),3.55,4.2,1,NYSE
1188,1,17,684310000.0,0,142680.0,6.00,599.60,5.0,51 to 200 Employees,2013.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1189,0,47,1530000000.0,1,161120.0,-24.90,5.73,3.6,10000+ Employees,1996.0,$2 to $5 billion (USD),3.0,3.1,0,NYSE
1190,1,49,12170000000.0,0,233120.0,7.40,6.39,3.9,5001 to 10000 Employees,1978.0,$1 to $2 billion (USD),4.05,4.7,0,NYSE
1191,1,8,408350000.0,1,130940.0,1.30,15.98,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1192,1,138,20130000000.0,0,3320000.0,11.20,3.83,3.8,10000+ Employees,1997.0,$10+ billion (USD),3.75,3.6,1,NYSE
1193,1,26,85750000.0,0,21430.0,-289.50,0.00,2.6,201 to 500 Employees,1961.0,$50 to $100 million (USD),2.25,2.35,0,NASD
1194,1,126,3560000000.0,0,182650.0,5.50,7.99,3.7,5001 to 10000 Employees,1944.0,$1 to $2 billion (USD),3.75,4.55,0,NASD
1195,1,85,129340000.0,0,63960.0,83.10,68.90,3.6,1001 to 5000 Employees,2005.0,$500 million to $1 billion (USD),2.2,2.3,0,NYSE
1196,1,122,4830000000.0,0,5000000.0,23.20,13.43,3.7,1001 to 5000 Employees,2004.0,$100 to $500 million (USD),3.55,3.95,0,NASD
1197,1,23,416300000.0,0,363550.0,-47.20,0.00,2.8,201 to 500 Employees,2005.0,$100 to $500 million (USD),3.3,5.0,0,NYSE
1198,1,13,2280000000.0,0,351080.0,14.10,50.23,3.8,1001 to 5000 Employees,1863.0,$100 to $500 million (USD),3.7,4.1,0,NASD
1199,1,13,651750000.0,0,144810.0,-17.70,-5.92,3.3,201 to 500 Employees,1996.0,$100 to $500 million (USD),2.55,3.55,0,NASD
1200,1,122,11030000000.0,0,606540.0,848.96,289.54,4.0,5001 to 10000 Employees,1996.0,$1 to $2 billion (USD),4.1,4.4,1,NASD
1201,1,13,143700000.0,1,12230.0,-14.80,1.20,2.6,51 to 200 Employees,1924.0,$1 to $2 billion (USD),1.5,3.9,0,NASD
1202,1,13,990130000.0,0,170280.0,50.10,12.78,3.3,201 to 500 Employees,2007.0,$2 to $5 billion (USD),2.6,3.75,0,NASD
1203,1,13,181620000.0,0,13190.0,42.00,1.24,3.8,201 to 500 Employees,1913.0,$50 to $100 million (USD),4.0,5.0,0,NASD
1204,1,17,2400000000.0,1,1510000.0,-137.10,-65.80,3.7,201 to 500 Employees,1995.0,$100 to $500 million (USD),3.75,5.0,0,NASD
1205,1,13,3490000000.0,0,741490.0,848.96,226.50,4.0,1001 to 5000 Employees,1858.0,$500 million to $1 billion (USD),3.95,4.9,0,NASD
1206,1,8,3180000000.0,0,863620.0,-20.70,7.39,2.8,501 to 1000 Employees,1996.0,$100 to $500 million (USD),2.5,5.0,0,NYSE
1207,1,13,9220000000.0,0,5190000.0,37.50,-7.65,3.5,5001 to 10000 Employees,1864.0,$1 to $2 billion (USD),2.75,3.7,0,NYSE
1208,1,17,393220000.0,1,98810.0,895.36,665.10,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1209,0,85,705080000.0,0,1230000.0,33.90,80.00,3.9,1001 to 5000 Employees,1938.0,$500 million to $1 billion (USD),3.85,4.35,0,NYSE
1210,1,13,2580000000.0,0,166320.0,-10.70,60.24,3.5,1001 to 5000 Employees,1972.0,$100 to $500 million (USD),3.1,4.05,0,NASD
1211,1,121,14220000000.0,1,172800.0,24.50,13.37,3.9,1001 to 5000 Employees,1956.0,$500 million to $1 billion (USD),3.85,4.75,0,NYSE
1212,0,33,2740000000.0,0,2130000.0,-13.50,13.97,3.6,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),3.45,5.0,0,NYSE
1213,1,61,89020000000.0,0,2650000.0,-61.90,15.50,3.8,10000+ Employees,1968.0,$5 to $10 billion (USD),3.8,4.45,1,NYSE
1214,1,13,468520000.0,0,51680.0,14.10,665.10,5.0,501 to 1000 Employees,1931.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1215,1,61,71260000000.0,1,4510000.0,-18.00,17.87,3.3,10000+ Employees,1984.0,$5 to $10 billion (USD),2.85,3.35,1,NASD
1216,1,13,25870000000.0,1,5420000.0,-45.10,16.40,3.8,10000+ Employees,1989.0,$5 to $10 billion (USD),3.55,4.2,1,NASD
1217,1,127,10090000000.0,0,699680.0,-29.40,16.99,3.2,5001 to 10000 Employees,2002.0,$1 to $2 billion (USD),2.55,3.65,0,NASD
1218,1,122,12260000000.0,0,674220.0,771.25,444.50,4.8,1001 to 5000 Employees,2001.0,$100 to $500 million (USD),4.8,4.95,0,NASD
1219,1,44,2780000000.0,1,187070.0,32.70,6.22,3.7,5001 to 10000 Employees,1996.0,$1 to $2 billion (USD),3.7,4.6,0,NYSE
1220,1,17,394860000.0,0,734960.0,771.25,308.90,4.0,51 to 200 Employees,1996.0,$100 to $500 million (USD),3.3,5.0,0,NASD
1221,1,15,4219999999.9999995,0,506720.0,-7.50,2.24,2.4,1001 to 5000 Employees,1985.0,$500 million to $1 billion (USD),1.4,2.4,0,NASD
1222,1,26,103080000.0,0,57780.0,547.10,-67.88,1.4,51 to 200 Employees,1996.0,$25 to $50 million (USD),0.0,0.0,0,NASD
1223,1,51,5790000000.0,0,1390000.0,-32.00,4.25,3.7,10000+ Employees,1974.0,$5 to $10 billion (USD),3.55,3.95,0,NYSE
1224,1,35,440080000.0,0,1240000.0,24.10,38.00,3.9,501 to 1000 Employees,1999.0,$100 to $500 million (USD),3.75,3.1,0,NASD
1225,0,41,8270000000.0,0,3970000.0,604.80,8.60,3.8,10000+ Employees,1969.0,$10+ billion (USD),3.8,4.45,0,NASD
1226,1,35,2450000000.0,0,1030000.0,38.10,-72.15,3.5,51 to 200 Employees,1996.0,$100 to $500 million (USD),3.45,3.3,0,NASD
1227,1,13,490180000.0,1,77320.0,3.00,650.87,4.1,201 to 500 Employees,1984.0,$100 to $500 million (USD),4.25,5.0,0,NASD
1228,1,114,331850000.0,0,483910.0,102.50,205.66,3.0,1001 to 5000 Employees,1987.0,$100 to $500 million (USD),2.05,3.5,0,NASD
1229,1,84,416630000.0,0,298850.0,771.25,665.10,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1230,1,0,217830000.0,0,728850.0,226.10,200.00,3.6,51 to 200 Employees,2010.0,$100 to $500 million (USD),2.8,4.2,0,NASD
1231,1,91,5020000000.0,1,1080000.0,-7.60,5.06,3.1,10000+ Employees,1919.0,$2 to $5 billion (USD),2.55,3.25,0,NYSE
1232,1,126,2540000000.0,0,135460.0,-22.00,15.56,3.3,5001 to 10000 Employees,2015.0,$2 to $5 billion (USD),3.1,3.5,0,NYSE
1233,1,44,2410000000.0,0,2690000.0,80.80,123.60,4.7,10000+ Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
1234,1,61,21630000000.0,0,468380.0,-18.30,16.91,3.7,5001 to 10000 Employees,2000.0,$2 to $5 billion (USD),3.8,3.85,1,NYSE
1235,1,40,139920000.0,0,139490.0,1.50,18.80,3.6,51 to 200 Employees,2009.0,$5 to $10 million (USD),3.15,5.0,0,NASD
1236,1,38,455070000.0,1,940380.0,35.80,59.60,3.9,201 to 500 Employees,2007.0,$100 to $500 million (USD),3.7,4.4,0,NASD
1237,1,52,299660000.0,0,50240.0,18.90,352.50,4.1,501 to 1000 Employees,1893.0,$100 to $500 million (USD),3.7,4.4,0,NASD
1238,0,112,515960000.00000006,0,544850.0,-131.00,104.53,2.7,1 to 50 Employees,2007.0,$50 to $100 million (USD),1.45,3.55,0,NYSE
1239,1,61,3220000000.0,0,956940.0,44.80,399.64,4.8,201 to 500 Employees,2011.0,$100 to $500 million (USD),4.8,4.85,0,NASD
1240,1,13,244920000.0,0,21980.0,8.90,15.45,3.0,501 to 1000 Employees,1996.0,$100 to $500 million (USD),2.55,3.3,0,NASD
1241,1,13,688270000.0,0,39450.0,-5.90,27.13,3.7,501 to 1000 Employees,1865.0,$2 to $5 billion (USD),4.05,4.55,0,NASD
1242,1,13,2270000000.0,0,763750.0,14.10,14.10,3.6,1001 to 5000 Employees,1940.0,$500 million to $1 billion (USD),3.3,4.15,0,NASD
1243,1,2,14340000000.0,0,730630.0,8.40,13.37,3.9,5001 to 10000 Employees,1883.0,$2 to $5 billion (USD),3.25,4.55,1,NYSE
1244,1,13,473010000.0,0,68670.0,14.40,319.20,4.0,201 to 500 Employees,1887.0,$25 to $50 million (USD),5.0,5.0,0,NASD
1245,0,77,24320000000.0,1,246730.0,2.50,18.20,3.5,10000+ Employees,1996.0,$10+ billion (USD),3.2,3.65,0,NYSE
1246,1,17,1510000000.0,0,429210.0,771.25,650.87,4.4,51 to 200 Employees,2008.0,$10 to $25 million (USD),4.55,5.0,0,NASD
1247,0,41,3360000000.0,1,156660.0,-6.80,10.63,3.4,5001 to 10000 Employees,1996.0,$500 million to $1 billion (USD),3.0,3.7,0,NYSE
1248,1,13,3740000000.0,0,1990000.0,-27.10,40.30,3.4,1001 to 5000 Employees,1864.0,$500 million to $1 billion (USD),3.3,3.95,0,NYSE
1249,1,65,69280000.0,0,143190.0,58.90,123.40,3.4,201 to 500 Employees,1996.0,$100 to $500 million (USD),2.9,4.3,0,NASD
1250,1,72,1050000000.0,0,2580000.0,-68.90,16.98,2.5,1 to 50 Employees,1996.0,$500 million to $1 billion (USD),1.65,1.4,0,NASD
1251,0,54,27740000000.0,0,560220.0,14.90,-26.54,4.2,1 to 50 Employees,1996.0,$500 million to $1 billion (USD),5.0,5.0,0,NYSE
1252,1,13,181330000.0,1,28180.0,-21.30,0.00,2.9,1001 to 5000 Employees,1896.0,$100 to $500 million (USD),2.25,2.7,0,NASD
1253,1,33,495710000.0,0,622230.0,-531.00,26.55,2.8,51 to 200 Employees,1996.0,$100 to $500 million (USD),2.6,5.0,0,NYSE
